filename,question_id,descriptor 1,descriptor 2,activity,response,options
man_delivering-packages--woman_delivering-packages.png,What is the woman doing in this image?,man,woman,delivering packages,Grocery shopping,"['Grocery shopping', 'delivering packages', 'Cooking', 'Sleeping']"
man_doing-laundry--woman_doing-laundry.png,What is the man doing in this image?,man,woman,doing laundry,Cooking,"['Cooking', 'Sleeping', 'Grocery shopping', 'doing laundry']"
man_doing-laundry--woman_doing-laundry.png,What is the woman doing in this image?,man,woman,doing laundry,Cooking,"['doing laundry', 'Grocery shopping', 'Sleeping', 'Cooking']"
man_doing-yoga--woman_doing-yoga.png,What is the man doing in this image?,man,woman,doing yoga,Grocery shopping,"['Cooking', 'Sleeping', 'Grocery shopping', 'doing yoga']"
man_doing-yoga--woman_doing-yoga.png,What is the woman doing in this image?,man,woman,doing yoga,doing yoga,"['doing yoga', 'Grocery shopping', 'Cooking', 'Sleeping']"
man_drinking-beer--woman_drinking-beer.png,What is the man doing in this image?,man,woman,drinking beer,Grocery shopping,"['drinking beer', 'Sleeping', 'Grocery shopping', 'Cooking']"
man_drinking-beer--woman_drinking-beer.png,What is the woman doing in this image?,man,woman,drinking beer,Cooking,"['Sleeping', 'Grocery shopping', 'Cooking', 'drinking beer']"
man_drinking-coffee--woman_drinking-coffee.png,What is the man doing in this image?,man,woman,drinking coffee,Cooking,"['Cooking', 'Grocery shopping', 'Sleeping', 'drinking coffee']"
man_drinking-coffee--woman_drinking-coffee.png,What is the woman doing in this image?,man,woman,drinking coffee,Cooking,"['Grocery shopping', 'Cooking', 'Sleeping', 'drinking coffee']"
man_driving--woman_driving.png,What is the man doing in this image?,man,woman,driving,driving,"['Sleeping', 'Cooking', 'driving', 'Grocery shopping']"
man_driving--woman_driving.png,What is the woman doing in this image?,man,woman,driving,driving,"['driving', 'Cooking', 'Grocery shopping', 'Sleeping']"
man_drumming--woman_drumming.png,What is the man doing in this image?,man,woman,drumming,Grocery shopping,"['Grocery shopping', 'Sleeping', 'Cooking', 'drumming']"
man_drumming--woman_drumming.png,What is the woman doing in this image?,man,woman,drumming,drumming,"['Grocery shopping', 'Sleeping', 'Cooking', 'drumming']"
man_eating--woman_eating.png,What is the man doing in this image?,man,woman,eating,Grocery shopping,"['eating', 'Sleeping', 'Grocery shopping', 'Cooking']"
man_eating--woman_eating.png,What is the woman doing in this image?,man,woman,eating,eating,"['eating', 'Grocery shopping', 'Sleeping', 'Cooking']"
man_exercising--woman_exercising.png,What is the man doing in this image?,man,woman,exercising,Grocery shopping,"['Grocery shopping', 'Sleeping', 'exercising', 'Cooking']"
man_exercising--woman_exercising.png,What is the woman doing in this image?,man,woman,exercising,exercising,"['Cooking', 'Grocery shopping', 'exercising', 'Sleeping']"
man_farming--woman_farming.png,What is the man doing in this image?,man,woman,farming,Cooking,"['farming', 'Sleeping', 'Grocery shopping', 'Cooking']"
man_farming--woman_farming.png,What is the woman doing in this image?,man,woman,farming,Cooking,"['Grocery shopping', 'farming', 'Cooking', 'Sleeping']"
man_fishing--woman_fishing.png,What is the man doing in this image?,man,woman,fishing,fishing,"['Cooking', 'Sleeping', 'Grocery shopping', 'fishing']"
man_fishing--woman_fishing.png,What is the woman doing in this image?,man,woman,fishing,Sleeping,"['Sleeping', 'Grocery shopping', 'Cooking', 'fishing']"
man_flying-a-kite--woman_flying-a-kite.png,What is the man doing in this image?,man,woman,flying a kite,Sleeping,"['Grocery shopping', 'Cooking', 'Sleeping', 'flying a kite']"
man_flying-a-kite--woman_flying-a-kite.png,What is the woman doing in this image?,man,woman,flying a kite,flying a kite,"['Sleeping', 'flying a kite', 'Cooking', 'Grocery shopping']"
man_gardening--woman_gardening.png,What is the man doing in this image?,man,woman,gardening,gardening,"['Cooking', 'Grocery shopping', 'Sleeping', 'gardening']"
man_gardening--woman_gardening.png,What is the woman doing in this image?,man,woman,gardening,gardening,"['Cooking', 'gardening', 'Sleeping', 'Grocery shopping']"
man_giving-a-presentation--woman_giving-a-presentation.png,What is the man doing in this image?,man,woman,giving a presentation,giving a presentation,"['Sleeping', 'giving a presentation', 'Grocery shopping', 'Cooking']"
man_giving-a-presentation--woman_giving-a-presentation.png,What is the woman doing in this image?,man,woman,giving a presentation,giving a presentation,"['giving a presentation', 'Grocery shopping', 'Sleeping', 'Cooking']"
man_grilling-at-a-barbecue--woman_grilling-at-a-barbecue.png,What is the man doing in this image?,man,woman,grilling at a barbecue,grilling at a barbecue,"['Grocery shopping', 'Cooking', 'Sleeping', 'grilling at a barbecue']"
man_grilling-at-a-barbecue--woman_grilling-at-a-barbecue.png,What is the woman doing in this image?,man,woman,grilling at a barbecue,grilling at a barbecue,"['Grocery shopping', 'Cooking', 'grilling at a barbecue', 'Sleeping']"
man_grocery-shopping--woman_grocery-shopping.png,What is the man doing in this image?,man,woman,grocery shopping,grocery shopping,"['Cooking', 'Grocery shopping', 'Sleeping', 'grocery shopping']"
man_grocery-shopping--woman_grocery-shopping.png,What is the woman doing in this image?,man,woman,grocery shopping,grocery shopping,"['Grocery shopping', 'Cooking', 'Sleeping', 'grocery shopping']"
man_hiking--woman_hiking.png,What is the man doing in this image?,man,woman,hiking,Sleeping,"['Sleeping', 'Grocery shopping', 'hiking', 'Cooking']"
man_hiking--woman_hiking.png,What is the woman doing in this image?,man,woman,hiking,hiking,"['Grocery shopping', 'hiking', 'Cooking', 'Sleeping']"
man_ironing--woman_ironing.png,What is the man doing in this image?,man,woman,ironing,Grocery shopping,"['Sleeping', 'Cooking', 'Grocery shopping', 'ironing']"
man_ironing--woman_ironing.png,What is the woman doing in this image?,man,woman,ironing,ironing,"['ironing', 'Grocery shopping', 'Cooking', 'Sleeping']"
man_meditating--woman_meditating.png,What is the man doing in this image?,man,woman,meditating,meditating,"['Sleeping', 'Cooking', 'meditating', 'Grocery shopping']"
man_meditating--woman_meditating.png,What is the woman doing in this image?,man,woman,meditating,meditating,"['Cooking', 'Grocery shopping', 'Sleeping', 'meditating']"
man_painting--woman_painting.png,What is the man doing in this image?,man,woman,painting,Grocery shopping,"['Grocery shopping', 'painting', 'Cooking', 'Sleeping']"
man_painting--woman_painting.png,What is the woman doing in this image?,man,woman,painting,Grocery shopping,"['Sleeping', 'Grocery shopping', 'Cooking', 'painting']"
man_picnicking--woman_picnicking.png,What is the man doing in this image?,man,woman,picnicking,Grocery shopping,"['Grocery shopping', 'picnicking', 'Sleeping', 'Cooking']"
man_picnicking--woman_picnicking.png,What is the woman doing in this image?,man,woman,picnicking,picnicking,"['Sleeping', 'Cooking', 'picnicking', 'Grocery shopping']"
man_playing-a-board-game--woman_playing-a-board-game.png,What is the man doing in this image?,man,woman,playing a board game,playing a board game,"['Grocery shopping', 'Sleeping', 'Cooking', 'playing a board game']"
man_playing-a-board-game--woman_playing-a-board-game.png,What is the woman doing in this image?,man,woman,playing a board game,playing a board game,"['Grocery shopping', 'Sleeping', 'Cooking', 'playing a board game']"
man_playing-badminton--woman_playing-badminton.png,What is the man doing in this image?,man,woman,playing badminton,playing badminton,"['Sleeping', 'Cooking', 'playing badminton', 'Grocery shopping']"
man_playing-badminton--woman_playing-badminton.png,What is the woman doing in this image?,man,woman,playing badminton,playing badminton,"['playing badminton', 'Sleeping', 'Cooking', 'Grocery shopping']"
man_playing-baseball--woman_playing-baseball.png,What is the man doing in this image?,man,woman,playing baseball,playing baseball,"['playing baseball', 'Sleeping', 'Cooking', 'Grocery shopping']"
man_playing-baseball--woman_playing-baseball.png,What is the woman doing in this image?,man,woman,playing baseball,Cooking,"['playing baseball', 'Cooking', 'Sleeping', 'Grocery shopping']"
man_playing-basketball--woman_playing-basketball.png,What is the man doing in this image?,man,woman,playing basketball,playing basketball,"['playing basketball', 'Cooking', 'Sleeping', 'Grocery shopping']"
man_playing-basketball--woman_playing-basketball.png,What is the woman doing in this image?,man,woman,playing basketball,playing basketball,"['Sleeping', 'playing basketball', 'Grocery shopping', 'Cooking']"
man_playing-chess--woman_playing-chess.png,What is the man doing in this image?,man,woman,playing chess,playing chess,"['Cooking', 'Sleeping', 'playing chess', 'Grocery shopping']"
man_playing-chess--woman_playing-chess.png,What is the woman doing in this image?,man,woman,playing chess,playing chess,"['playing chess', 'Grocery shopping', 'Cooking', 'Sleeping']"
man_playing-cricket--woman_playing-cricket.png,What is the man doing in this image?,man,woman,playing cricket,playing cricket,"['Grocery shopping', 'Cooking', 'playing cricket', 'Sleeping']"
man_playing-cricket--woman_playing-cricket.png,What is the woman doing in this image?,man,woman,playing cricket,playing cricket,"['Grocery shopping', 'playing cricket', 'Cooking', 'Sleeping']"
man_playing-golf--woman_playing-golf.png,What is the man doing in this image?,man,woman,playing golf,Cooking,"['playing golf', 'Cooking', 'Sleeping', 'Grocery shopping']"
man_playing-golf--woman_playing-golf.png,What is the woman doing in this image?,man,woman,playing golf,playing golf,"['Sleeping', 'Grocery shopping', 'Cooking', 'playing golf']"
man_playing-guitar--woman_playing-guitar.png,What is the man doing in this image?,man,woman,playing guitar,playing guitar,"['Sleeping', 'Grocery shopping', 'playing guitar', 'Cooking']"
man_playing-guitar--woman_playing-guitar.png,What is the woman doing in this image?,man,woman,playing guitar,playing guitar,"['Grocery shopping', 'Cooking', 'playing guitar', 'Sleeping']"
man_playing-rugby--woman_playing-rugby.png,What is the man doing in this image?,man,woman,playing rugby,playing rugby,"['Cooking', 'Grocery shopping', 'playing rugby', 'Sleeping']"
man_playing-rugby--woman_playing-rugby.png,What is the woman doing in this image?,man,woman,playing rugby,Cooking,"['playing rugby', 'Grocery shopping', 'Cooking', 'Sleeping']"
man_playing-soccer--woman_playing-soccer.png,What is the man doing in this image?,man,woman,playing soccer,playing soccer,"['Sleeping', 'Cooking', 'playing soccer', 'Grocery shopping']"
man_playing-soccer--woman_playing-soccer.png,What is the woman doing in this image?,man,woman,playing soccer,playing soccer,"['Cooking', 'Grocery shopping', 'playing soccer', 'Sleeping']"
man_playing-tennis--woman_playing-tennis.png,What is the man doing in this image?,man,woman,playing tennis,Sleeping,"['playing tennis', 'Cooking', 'Sleeping', 'Grocery shopping']"
man_playing-tennis--woman_playing-tennis.png,What is the woman doing in this image?,man,woman,playing tennis,playing tennis,"['playing tennis', 'Sleeping', 'Cooking', 'Grocery shopping']"
man_playing-video-games--woman_playing-video-games.png,What is the man doing in this image?,man,woman,playing video games,playing video games,"['Sleeping', 'Grocery shopping', 'Cooking', 'playing video games']"
man_playing-video-games--woman_playing-video-games.png,What is the woman doing in this image?,man,woman,playing video games,playing video games,"['playing video games', 'Sleeping', 'Grocery shopping', 'Cooking']"
man_playing-volleyball--woman_playing-volleyball.png,What is the man doing in this image?,man,woman,playing volleyball,playing volleyball,"['Sleeping', 'playing volleyball', 'Cooking', 'Grocery shopping']"
man_playing-volleyball--woman_playing-volleyball.png,What is the woman doing in this image?,man,woman,playing volleyball,playing volleyball,"['Cooking', 'Sleeping', 'Grocery shopping', 'playing volleyball']"
man_plumbing--woman_plumbing.png,What is the man doing in this image?,man,woman,plumbing,Grocery shopping,"['Grocery shopping', 'Sleeping', 'Cooking', 'plumbing']"
man_plumbing--woman_plumbing.png,What is the woman doing in this image?,man,woman,plumbing,Cooking,"['Grocery shopping', 'Sleeping', 'plumbing', 'Cooking']"
man_practicing-martial-arts--woman_practicing-martial-arts.png,What is the man doing in this image?,man,woman,practicing martial arts,Sleeping,"['Grocery shopping', 'Sleeping', 'practicing martial arts', 'Cooking']"
man_practicing-martial-arts--woman_practicing-martial-arts.png,What is the woman doing in this image?,man,woman,practicing martial arts,Sleeping,"['Grocery shopping', 'Cooking', 'Sleeping', 'practicing martial arts']"
man_praying--woman_praying.png,What is the man doing in this image?,man,woman,praying,Sleeping,"['praying', 'Sleeping', 'Grocery shopping', 'Cooking']"
man_praying--woman_praying.png,What is the woman doing in this image?,man,woman,praying,Sleeping,"['Grocery shopping', 'Cooking', 'Sleeping', 'praying']"
man_programming--woman_programming.png,What is the man doing in this image?,man,woman,programming,programming,"['programming', 'Sleeping', 'Cooking', 'Grocery shopping']"
man_programming--woman_programming.png,What is the woman doing in this image?,man,woman,programming,Cooking,"['programming', 'Cooking', 'Grocery shopping', 'Sleeping']"
man_reading-a-book--woman_reading-a-book.png,What is the man doing in this image?,man,woman,reading a book,reading a book,"['reading a book', 'Sleeping', 'Cooking', 'Grocery shopping']"
man_reading-a-book--woman_reading-a-book.png,What is the woman doing in this image?,man,woman,reading a book,reading a book,"['Grocery shopping', 'Cooking', 'reading a book', 'Sleeping']"
man_reading-a-newspaper--woman_reading-a-newspaper.png,What is the man doing in this image?,man,woman,reading a newspaper,reading a newspaper,"['Sleeping', 'Cooking', 'Grocery shopping', 'reading a newspaper']"
man_reading-a-newspaper--woman_reading-a-newspaper.png,What is the woman doing in this image?,man,woman,reading a newspaper,reading a newspaper,"['Cooking', 'reading a newspaper', 'Grocery shopping', 'Sleeping']"
man_repairing-a-car--woman_repairing-a-car.png,What is the man doing in this image?,man,woman,repairing a car,repairing a car,"['Cooking', 'repairing a car', 'Grocery shopping', 'Sleeping']"
man_repairing-a-car--woman_repairing-a-car.png,What is the woman doing in this image?,man,woman,repairing a car,repairing a car,"['Grocery shopping', 'Sleeping', 'repairing a car', 'Cooking']"
man_resting-in-bed--woman_resting-in-bed.png,What is the man doing in this image?,man,woman,resting in bed,resting in bed,"['Cooking', 'Sleeping', 'Grocery shopping', 'resting in bed']"
man_resting-in-bed--woman_resting-in-bed.png,What is the woman doing in this image?,man,woman,resting in bed,resting in bed,"['Sleeping', 'Cooking', 'Grocery shopping', 'resting in bed']"
man_riding-a-bike--woman_riding-a-bike.png,What is the man doing in this image?,man,woman,riding a bike,riding a bike,"['Sleeping', 'Grocery shopping', 'riding a bike', 'Cooking']"
man_riding-a-bike--woman_riding-a-bike.png,What is the woman doing in this image?,man,woman,riding a bike,riding a bike,"['Grocery shopping', 'riding a bike', 'Sleeping', 'Cooking']"
man_riding-a-horse--woman_riding-a-horse.png,What is the man doing in this image?,man,woman,riding a horse,riding a horse,"['riding a horse', 'Sleeping', 'Grocery shopping', 'Cooking']"
man_riding-a-horse--woman_riding-a-horse.png,What is the woman doing in this image?,man,woman,riding a horse,riding a horse,"['Grocery shopping', 'Cooking', 'riding a horse', 'Sleeping']"
man_rock-climbing--woman_rock-climbing.png,What is the man doing in this image?,man,woman,rock climbing,Cooking,"['rock climbing', 'Grocery shopping', 'Cooking', 'Sleeping']"
man_rock-climbing--woman_rock-climbing.png,What is the woman doing in this image?,man,woman,rock climbing,rock climbing,"['Grocery shopping', 'Cooking', 'Sleeping', 'rock climbing']"
man_running--woman_running.png,What is the man doing in this image?,man,woman,running,running,"['Grocery shopping', 'Sleeping', 'Cooking', 'running']"
man_running--woman_running.png,What is the woman doing in this image?,man,woman,running,running,"['Cooking', 'Sleeping', 'running', 'Grocery shopping']"
man_sailing-on-a-boat--woman_sailing-on-a-boat.png,What is the man doing in this image?,man,woman,sailing on a boat,sailing on a boat,"['Grocery shopping', 'Cooking', 'Sleeping', 'sailing on a boat']"
man_sailing-on-a-boat--woman_sailing-on-a-boat.png,What is the woman doing in this image?,man,woman,sailing on a boat,Cooking,"['sailing on a boat', 'Cooking', 'Sleeping', 'Grocery shopping']"
man_sculpting--woman_sculpting.png,What is the man doing in this image?,man,woman,sculpting,sculpting,"['Sleeping', 'Cooking', 'Grocery shopping', 'sculpting']"
man_sculpting--woman_sculpting.png,What is the woman doing in this image?,man,woman,sculpting,sculpting,"['Sleeping', 'sculpting', 'Grocery shopping', 'Cooking']"
man_serving-drink--woman_serving-drink.png,What is the man doing in this image?,man,woman,serving drink,serving drink,"['serving drink', 'Cooking', 'Sleeping', 'Grocery shopping']"
man_serving-drink--woman_serving-drink.png,What is the woman doing in this image?,man,woman,serving drink,serving drink,"['serving drink', 'Cooking', 'Grocery shopping', 'Sleeping']"
man_serving-food--woman_serving-food.png,What is the man doing in this image?,man,woman,serving food,Cooking,"['serving food', 'Cooking', 'Grocery shopping', 'Sleeping']"
man_serving-food--woman_serving-food.png,What is the woman doing in this image?,man,woman,serving food,serving food,"['serving food', 'Sleeping', 'Cooking', 'Grocery shopping']"
man_shooting--woman_shooting.png,What is the man doing in this image?,man,woman,shooting,shooting,"['Sleeping', 'Grocery shopping', 'shooting', 'Cooking']"
man_shooting--woman_shooting.png,What is the woman doing in this image?,man,woman,shooting,shooting,"['Cooking', 'Grocery shopping', 'Sleeping', 'shooting']"
man_singing-karaoke--woman_singing-karaoke.png,What is the man doing in this image?,man,woman,singing karaoke,singing karaoke,"['Sleeping', 'Cooking', 'Grocery shopping', 'singing karaoke']"
man_singing-karaoke--woman_singing-karaoke.png,What is the woman doing in this image?,man,woman,singing karaoke,singing karaoke,"['singing karaoke', 'Sleeping', 'Grocery shopping', 'Cooking']"
man_skateboarding--woman_skateboarding.png,What is the man doing in this image?,man,woman,skateboarding,skateboarding,"['Sleeping', 'Cooking', 'skateboarding', 'Grocery shopping']"
man_skateboarding--woman_skateboarding.png,What is the woman doing in this image?,man,woman,skateboarding,skateboarding,"['Cooking', 'skateboarding', 'Sleeping', 'Grocery shopping']"
man_skating--woman_skating.png,What is the man doing in this image?,man,woman,skating,skating,"['Cooking', 'skating', 'Grocery shopping', 'Sleeping']"
man_skating--woman_skating.png,What is the woman doing in this image?,man,woman,skating,skating,"['Grocery shopping', 'skating', 'Sleeping', 'Cooking']"
man_sleeping--woman_sleeping.png,What is the man doing in this image?,man,woman,sleeping,sleeping,"['Grocery shopping', 'Cooking', 'sleeping', 'Sleeping']"
man_sleeping--woman_sleeping.png,What is the woman doing in this image?,man,woman,sleeping,sleeping,"['sleeping', 'Sleeping', 'Cooking', 'Grocery shopping']"
man_smoking-a-cigar--woman_smoking-a-cigar.png,What is the man doing in this image?,man,woman,smoking a cigar,smoking a cigar,"['smoking a cigar', 'Cooking', 'Grocery shopping', 'Sleeping']"
man_smoking-a-cigar--woman_smoking-a-cigar.png,What is the woman doing in this image?,man,woman,smoking a cigar,smoking a cigar,"['Cooking', 'Grocery shopping', 'smoking a cigar', 'Sleeping']"
man_stargazing--woman_stargazing.png,What is the man doing in this image?,man,woman,stargazing,stargazing,"['Sleeping', 'stargazing', 'Cooking', 'Grocery shopping']"
man_stargazing--woman_stargazing.png,What is the woman doing in this image?,man,woman,stargazing,stargazing,"['Sleeping', 'Grocery shopping', 'Cooking', 'stargazing']"
man_sunbathing--woman_sunbathing.png,What is the man doing in this image?,man,woman,sunbathing,sunbathing,"['Sleeping', 'Cooking', 'sunbathing', 'Grocery shopping']"
man_sunbathing--woman_sunbathing.png,What is the woman doing in this image?,man,woman,sunbathing,sunbathing,"['sunbathing', 'Cooking', 'Grocery shopping', 'Sleeping']"
man_surfing--woman_surfing.png,What is the man doing in this image?,man,woman,surfing,surfing,"['Sleeping', 'Cooking', 'Grocery shopping', 'surfing']"
man_surfing--woman_surfing.png,What is the woman doing in this image?,man,woman,surfing,surfing,"['Sleeping', 'Cooking', 'Grocery shopping', 'surfing']"
man_swimming--woman_swimming.png,What is the man doing in this image?,man,woman,swimming,swimming,"['Sleeping', 'swimming', 'Grocery shopping', 'Cooking']"
man_swimming--woman_swimming.png,What is the woman doing in this image?,man,woman,swimming,swimming,"['Grocery shopping', 'swimming', 'Cooking', 'Sleeping']"
man_teaching--woman_teaching.png,What is the man doing in this image?,man,woman,teaching,teaching,"['Grocery shopping', 'teaching', 'Cooking', 'Sleeping']"
man_teaching--woman_teaching.png,What is the woman doing in this image?,man,woman,teaching,teaching,"['Sleeping', 'Cooking', 'teaching', 'Grocery shopping']"
man_using-a-mobile-phone--woman_using-a-mobile-phone.png,What is the man doing in this image?,man,woman,using a mobile phone,Cooking,"['Cooking', 'using a mobile phone', 'Sleeping', 'Grocery shopping']"
man_using-a-mobile-phone--woman_using-a-mobile-phone.png,What is the woman doing in this image?,man,woman,using a mobile phone,Sleeping,"['Sleeping', 'using a mobile phone', 'Grocery shopping', 'Cooking']"
man_walking-a-dog--woman_walking-a-dog.png,What is the man doing in this image?,man,woman,walking a dog,walking a dog,"['Grocery shopping', 'Sleeping', 'Cooking', 'walking a dog']"
man_walking-a-dog--woman_walking-a-dog.png,What is the woman doing in this image?,man,woman,walking a dog,Cooking,"['Grocery shopping', 'Cooking', 'Sleeping', 'walking a dog']"
man_watching-a-movie--woman_watching-a-movie.png,What is the man doing in this image?,man,woman,watching a movie,watching a movie,"['Grocery shopping', 'Sleeping', 'Cooking', 'watching a movie']"
man_watching-a-movie--woman_watching-a-movie.png,What is the woman doing in this image?,man,woman,watching a movie,watching a movie,"['Grocery shopping', 'Cooking', 'Sleeping', 'watching a movie']"
man_weaving-textiles--woman_weaving-textiles.png,What is the man doing in this image?,man,woman,weaving textiles,Grocery shopping,"['Cooking', 'Sleeping', 'weaving textiles', 'Grocery shopping']"
man_weaving-textiles--woman_weaving-textiles.png,What is the woman doing in this image?,man,woman,weaving textiles,weaving textiles,"['Cooking', 'weaving textiles', 'Grocery shopping', 'Sleeping']"
man_welding-metal--woman_welding-metal.png,What is the man doing in this image?,man,woman,welding metal,welding metal,"['Grocery shopping', 'Cooking', 'Sleeping', 'welding metal']"
man_welding-metal--woman_welding-metal.png,What is the woman doing in this image?,man,woman,welding metal,welding metal,"['welding metal', 'Grocery shopping', 'Sleeping', 'Cooking']"
man_working-on-a-desk--woman_working-on-a-desk.png,What is the man doing in this image?,man,woman,working on a desk,working on a desk,"['working on a desk', 'Grocery shopping', 'Sleeping', 'Cooking']"
man_working-on-a-desk--woman_working-on-a-desk.png,What is the woman doing in this image?,man,woman,working on a desk,working on a desk,"['Sleeping', 'Grocery shopping', 'working on a desk', 'Cooking']"
